2.23647,1.06305,0.63766,0.47148,0.64869,0.96943,1.12807,0.97046,0.6344,0.47539,0.55011,0.57687,0.4658,0.37724,0.25098,0.17812,0.17812,0.17812
1.32972,5.72901,1.29282,0.52444,0.39607,0.80608,1.07664,1.09792,0.97096,0.5865,0.51068,0.51605,0.48724,0.37275,0.24118,0.17746,0.17746,0.17746
0.45209,2.23683,9.56359,1.10212,0.52637,0.58185,0.72552,1.01492,1.13044,0.77926,0.56311,0.41054,0.33021,0.32894,0.26314,0.19229,0.19229,0.19229
0.34677,0.56891,3.39388,10.16316,1.34922,0.77527,0.61171,0.87356,0.96484,0.98639,0.65962,0.43687,0.31869,0.26164,0.1979,0.15759,0.15759,0.15759
0.45055,0.41577,0.4881,2.2761,3.56513,1.57918,0.94055,0.74557,0.72809,0.90591,0.70535,0.53565,0.33112,0.24106,0.2389,0.18487,0.18487,0.18487
0.81103,0.49312,0.37222,0.87144,1.89127,2.85407,1.60075,1.15364,0.95797,0.88678,0.95947,0.66664,0.46644,0.31163,0.21438,0.16333,0.16333,0.16333
0.8291,0.90591,0.71599,0.50823,1.0201,1.6091,2.2034,1.50136,1.12626,0.90904,0.83411,0.76652,0.56798,0.35713,0.23121,0.19254,0.19254,0.19254
0.78966,1.06022,0.9013,0.78085,0.77359,1.28111,1.53516,2.20587,1.61983,1.10174,0.88561,0.66454,0.62318,0.47294,0.3259,0.19917,0.19917,0.19917
0.55847,0.78807,1.05686,0.91835,0.9401,1.12246,1.4038,1.5352,2.03293,1.35822,1.01695,0.54161,0.54939,0.4552,0.31962,0.23606,0.23606,0.23606
0.37017,0.46466,0.68928,1.08122,0.94974,1.00027,1.1197,1.24926,1.33264,1.62802,1.11925,0.67508,0.46178,0.35335,0.31201,0.24728,0.24728,0.24728
0.37521,0.39816,0.62828,0.86307,1.08415,1.33023,1.11359,1.04158,1.3215,1.45835,1.47403,1.03809,0.605,0.35065,0.30929,0.25508,0.25508,0.25508
0.49177,0.48086,0.53091,0.58688,0.79104,1.20205,1.23979,0.94933,1.00439,0.88592,1.15059,1.33163,0.86263,0.49527,0.29482,0.22886,0.22886,0.22886
0.52319,0.46584,0.42056,0.43791,0.59238,0.86424,0.94467,0.96579,0.83254,0.70148,0.72118,0.96775,1.14586,0.71698,0.45483,0.25106,0.25106,0.25106
0.37202,0.4525,0.38738,0.32781,0.44964,0.61464,0.79561,0.75876,0.75383,0.51941,0.57416,0.70203,0.79535,0.9838,0.48527,0.26069,0.26069,0.26069
0.23085,0.38859,0.41562,0.49531,0.3496,0.50569,0.50286,0.69819,0.80208,0.6552,0.54847,0.53612,0.94069,0.90215,0.95297,0.37386,0.37386,0.37386
0.102513333,0.10675,0.14043,0.13118,0.10023,0.11239,0.161513333,0.17035,0.190706667,0.215856667,0.22388,0.17162,0.147413333,0.20667,0.19157,0.1275,0.1275,0.1275
0.102513333,0.10675,0.14043,0.13118,0.10023,0.11239,0.161513333,0.17035,0.190706667,0.215856667,0.22388,0.17162,0.147413333,0.20667,0.19157,0.1275,0.1275,0.1275
0.102513333,0.10675,0.14043,0.13118,0.10023,0.11239,0.161513333,0.17035,0.190706667,0.215856667,0.22388,0.17162,0.147413333,0.20667,0.19157,0.1275,0.1275,0.1275